NU_CONTRATO;CO_PRODUTO;CO_UNIDADE;VR_EXPOSICAO;VR_PROVISAO;QT_DIAS_ATRASO
00000000000000000019;201;1583;0;0;0
00000000000000000020;201;2834;512,22;2,56;0
00000000000000000021;201;700;533,71;533,71;244
00000000000000000022;201;80;213,9;213,9;975
00000000000000000023;201;1626;0;0;0
00000000000000000024;201;3204;0;0;0
00000000000000000025;201;174;0;0;0
00000000000000000026;201;1019;72,58;72,58;376
00000000000000000027;201;1012;210,89;21,09;61
00000000000000000028;201;737;1,39;0,7;135
00000000000000000029;201;208;24,04;0,12;0
00000000000000000030;201;866;203,27;1,02;0
00000000000000000031;201;46;212,09;212,09;944
00000000000000000032;201;387;0;0;0
00000000000000000033;201;3394;0;0;0
00000000000000000034;201;1582;11,27;0,06;0
00000000000000000035;201;917;85,14;0,43;0
00000000000000000036;201;944;214,26;214,26;730
00000000000000000037;201;1027;204,59;1,02;0
00000000000000000038;201;1595;1018,19;5,09;0
00000000000000000039;201;773;178,57;178,57;1187
00000000000000000040;201;18;0;0;0
00000000000000000041;201;1089;214,79;214,79;2008
00000000000000000042;201;771;154,47;0,77;0
00000000000000000043;201;881;0;0;0
00000000000000000044;201;406;0;0;0
00000000000000000045;201;1141;197,24;0,99;0
00000000000000000046;201;912;534,8;534,8;1279
00000000000000000047;201;748;6;6;214
00000000000000000048;201;636;0;0;0
00000000000000000049;201;3145;0;0;0
00000000000000000050;201;1296;214,01;214,01;1095
00000000000000000001;203;4729;1413,8;1413,8;255
00000000000000000002;203;133;1239,03;6,2;0
00000000000000000003;203;1746;1654,63;8,27;0
00000000000000000004;203;4072;1489,1;7,45;0
00000000000000000005;203;120;1679,75;1679,75;1187
00000000000000000006;203;284;1111,58;1111,58;1928
00000000000000000007;203;2728;894,49;8,94;19
00000000000000000008;203;423;0;0;0
00000000000000000009;203;924;0;0;0
00000000000000000010;203;199;2940,83;2940,83;4258
00000000000000000011;203;3949;2415,08;12,08;0
00000000000000000012;203;4072;4491,5;4491,5;1547
00000000000000000013;203;4227;4286,56;4286,56;662
00000000000000000014;203;791;489,45;489,45;5106
00000000000000000015;203;4338;1524,1;15,24;15
00000000000000000016;203;1861;2564,83;2564,83;200
00000000000000000017;203;3697;378,87;7,14;0
00000000000000000018;203;336;389,08;389,08;5592
00000000000000000019;203;3413;8418,31;8418,31;1681
00000000000000000020;203;248;875,98;4,38;0
00000000000000000021;203;522;74,11;74,11;240
00000000000000000022;203;4552;1312,23;1312,23;868
00000000000000000023;203;3915;0;0;0
00000000000000000024;203;1070;2713,2;2713,2;1727
00000000000000000025;203;4710;6673,42;6673,42;298
00000000000000000026;203;1667;4337,63;4337,63;1727
00000000000000000027;203;637;2886,49;14,43;0
00000000000000000028;203;950;83,57;0,42;0
00000000000000000029;203;4368;369,11;369,11;387
00000000000000000030;203;3039;4192,87;4192,87;703
00000000000000000031;203;1061;2030,94;2030,94;1879
00000000000000000032;203;204;2415,11;12,08;2
00000000000000000033;203;2177;1930,14;9,65;10
00000000000000000034;203;400;799,37;4;0
00000000000000000035;203;118;872,56;4,36;0
00000000000000000036;203;752;500,64;5,01;28
00000000000000000037;203;3529;1995,2;1995,2;1788
00000000000000000038;203;1422;565,66;565,66;207
00000000000000000039;203;3414;820,6;820,6;327
00000000000000000040;203;4122;1225,33;1225,33;1931
00000000000000000041;203;3512;6295,64;6295,64;1485
00000000000000000042;203;1612;482,88;2,41;0
00000000000000000043;203;81;10430,21;52,15;2
00000000000000000044;203;2220;897,48;897,48;6086
00000000000000000045;203;4721;1358,86;1358,86;1757
00000000000000000046;203;2109;0;0;0
00000000000000000047;203;3533;580;580;423
00000000000000000048;203;2737;662,01;3,31;2
00000000000000000049;203;1094;4347,51;4347,51;5845
00000000000000000050;203;840;514,58;514,58;1284
00000000000000000001;213;1550;238,66;1,19;0
00000000000000000002;213;415;5485,49;27,43;0
00000000000000000003;213;366;1776,23;8,88;12
00000000000000000004;213;3072;1270,53;6,35;0
00000000000000000005;213;320;4241,19;21,21;0
00000000000000000006;213;1952;184,91;184,91;371
00000000000000000007;213;1413;2055;2055;409
00000000000000000008;213;419;5693,37;56,93;0
00000000000000000009;213;1207;649,53;3,25;0
00000000000000000010;213;921;941,81;4,71;0
00000000000000000011;213;314;502;502;452
00000000000000000012;213;612;152,28;0,76;0
00000000000000000013;213;2941;2536,04;2536,04;605
00000000000000000014;213;17;0;0;0
00000000000000000015;213;4070;6907,6;34,54;0
00000000000000000016;213;50;1497,17;7,49;0
00000000000000000017;213;1749;89,42;0,45;0
00000000000000000018;213;347;931,44;4,66;0
00000000000000000019;213;1024;399,07;2;0
00000000000000000020;213;268;309,97;31;75
00000000000000000021;213;281;1928,52;9,64;0
00000000000000000022;213;353;654,5;654,5;599
00000000000000000023;213;394;2548,54;12,74;0
00000000000000000024;213;238;5400;5400;287
00000000000000000025;213;1576;182,01;0,91;0
00000000000000000026;213;2955;2887,21;14,44;0
00000000000000000027;213;612;5977,94;29,89;0
00000000000000000028;213;254;160;160;5487
00000000000000000029;213;453;2575;25,75;16
00000000000000000030;213;296;1027,23;5,14;0
00000000000000000031;213;1565;1136,18;5,68;0
00000000000000000032;213;180;747;747;315
00000000000000000033;213;47;500,87;2,5;0
00000000000000000034;213;47;489;489;241
00000000000000000035;213;351;365,2;365,2;504
00000000000000000036;213;129;1885,98;9,43;0
00000000000000000037;213;2079;1050,41;5,25;0
00000000000000000038;213;1413;6856;6856;368
00000000000000000039;213;2387;1510;453;98
00000000000000000040;213;1882;359,92;1,8;0
00000000000000000041;213;327;1684,61;8,42;0
00000000000000000042;213;188;0;0;0
00000000000000000043;213;4004;5296,9;5296,9;488
00000000000000000044;213;228;1725;17,25;22
00000000000000000045;213;29;408;2,04;10
00000000000000000046;213;1695;1231,72;6,16;0
00000000000000000047;213;173;1041,4;5,21;0
00000000000000000048;213;840;3270,77;16,35;0
00000000000000000049;213;1842;0;0;0
00000000000000000050;213;2905;8033,51;40,17;0
00000000000000000001;215;3314;1985364,53;9926,82;2
00000000000000000002;215;4255;12036641,76;60183,21;2
00000000000000000003;215;313;163483,5;817,42;2
00000000000000000004;215;4270;4018251,98;202801,18;2
00000000000000000005;215;563;166862,79;166862,79;1206
00000000000000000006;215;974;3362554,34;100540,37;2
00000000000000000007;215;80;153665,42;1691,86;2
00000000000000000008;215;371;210446,34;1504,69;2
00000000000000000009;215;3614;214825,04;1503,78;2
00000000000000000010;215;1563;76951,4;538,66;2
00000000000000000011;215;49;786225,34;80210,71;2
00000000000000000012;215;1601;1266485,72;1266485,72;1798
00000000000000000013;215;363;1122966,91;1122966,91;741
00000000000000000014;215;4257;603460,45;1508,65;2
00000000000000000015;215;1308;733463,18;733463,18;2162
00000000000000000016;215;3060;48209,65;337,47;2
00000000000000000017;215;2187;56846,93;397,93;2
00000000000000000018;215;2501;298042,54;8941,28;11
00000000000000000019;215;4246;12199306,45;91494,8;2
00000000000000000020;215;3094;13320913,27;99906,85;2
00000000000000000021;215;4587;95432,88;949,56;6
00000000000000000022;215;4269;1783577,27;12485,04;2
00000000000000000023;215;4270;2806680,16;14033,4;2
00000000000000000024;215;1502;89177,84;2666,42;9
00000000000000000025;215;3154;9745941,28;48729,71;2
00000000000000000026;215;4266;3111979,15;47395,44;2
00000000000000000027;215;1660;1576372,84;17355,86;2
00000000000000000028;215;2997;83621,52;585,35;2
00000000000000000029;215;2702;0;0;0
00000000000000000030;215;737;6748,92;33,74;6
00000000000000000031;215;1897;153835,76;3115,17;24
00000000000000000032;215;4278;75075,18;826,58;2
00000000000000000033;215;812;1015776,52;1015776,52;2302
00000000000000000034;215;3650;120885,2;1841,08;9
00000000000000000035;215;4245;3116459,29;45562,63;2
00000000000000000036;215;3087;963923,43;963923,43;2063
00000000000000000037;215;1550;246597,95;1726,19;2
00000000000000000038;215;4259;0;0;0
00000000000000000039;215;287;35449,63;177,25;2
00000000000000000040;215;4281;4628086,71;11570,22;2
00000000000000000041;215;405;60353,28;2108,74;41
00000000000000000042;215;2183;471430,65;471430,65;2113
00000000000000000043;215;534;125979,09;503,92;13
00000000000000000044;215;1524;29403,21;4781,55;2
00000000000000000045;215;419;3439632,08;3439632,08;2452
00000000000000000046;215;4132;53665,68;817,33;26
00000000000000000047;215;1827;79502,66;556,52;2
00000000000000000048;215;4277;3409984,01;340623,3;2
00000000000000000049;215;783;275169,48;8255,08;2
00000000000000000050;215;4257;3972918,02;19864,59;2
00000000000000000001;221;2;632090,48;632090,48;4978
00000000000000000002;221;2;38,93;38,93;10359
00000000000000000003;221;2;24,92;24,92;10327
00000000000000000004;221;2;887,62;887,62;8039
00000000000000000005;221;2;374,98;374,98;8075
00000000000000000006;221;2;1275,18;1275,18;8815
00000000000000000007;221;2;157934,04;157934,04;7764
00000000000000000008;221;2;41,56;41,56;10351
00000000000000000009;221;2;100,83;100,83;1889
00000000000000000010;221;2;671776,36;671776,36;8910
00000000000000000011;221;2;473,85;473,85;9225
00000000000000000012;221;2;64,46;64,46;8978
00000000000000000013;221;2;105,48;105,48;10446
00000000000000000014;221;2;58236,4;58236,4;4720
00000000000000000015;221;2;70093,64;70093,64;3320
00000000000000000016;221;2;76586,12;76586,12;3685
00000000000000000017;221;2;860,21;860,21;8094
00000000000000000018;221;2;124,66;124,66;10359
00000000000000000019;221;2;758,18;758,18;9074
00000000000000000020;221;2;280471,1;84,14;0
00000000000000000021;221;2;172997,85;172997,85;9682
00000000000000000022;221;2;152,41;152,41;8082
00000000000000000023;221;2;494,74;494,74;8966
00000000000000000024;221;2;139264,02;69,63;0
00000000000000000025;221;2;32916,4;32916,4;1950
00000000000000000026;221;2;26,19;26,19;10351
00000000000000000027;221;2;617,5;617,5;8675
00000000000000000028;221;2;16326,71;16326,71;9092
00000000000000000029;221;2;202,43;202,43;8300
00000000000000000030;221;2;22,14;22,14;7982
00000000000000000031;221;2;30596,12;30596,12;1891
00000000000000000032;221;2;186487,98;186487,98;8588
00000000000000000033;221;2;149,21;149,21;1889
00000000000000000034;221;2;477,97;477,97;8201
00000000000000000035;221;2;314,02;314,02;8642
00000000000000000036;221;2;264,44;264,44;8713
00000000000000000037;221;2;50,9;50,9;8966
00000000000000000038;221;2;1340,66;1340,66;9194
00000000000000000001;224;820;258801,37;129,4;0
00000000000000000002;224;4703;96229,26;28,87;0
00000000000000000003;224;319;131117,03;39,34;0
00000000000000000004;224;93;120770,12;36,23;0
00000000000000000005;224;1816;113070,24;33,92;0
00000000000000000006;224;3527;120639,7;36,19;0
00000000000000000007;224;2255;132821,8;39,85;0
00000000000000000008;224;4068;68182,26;20,45;0
00000000000000000009;224;4893;50111,97;501,12;38
00000000000000000010;224;1028;142859,63;285,72;0
00000000000000000011;224;1998;78085,77;23,43;0
00000000000000000012;224;3041;41455,53;20,73;0
00000000000000000013;224;962;115658,61;34,7;0
00000000000000000014;224;4050;191706,9;479,27;0
00000000000000000015;224;3151;109748,25;164,62;0
00000000000000000016;224;2906;84374,78;25,31;0
00000000000000000017;224;3509;151600,62;45,48;0
00000000000000000018;224;249;34821,22;10,45;0
00000000000000000019;224;3225;60546,71;605,47;0
00000000000000000020;224;2183;40286,8;12,09;0
00000000000000000021;224;3369;120069,5;60,03;0
00000000000000000022;224;1966;61371,13;18,41;0
00000000000000000023;224;4840;120373,15;36,11;0
00000000000000000024;224;719;113825,02;34,15;0
00000000000000000025;224;1882;148812,03;74,41;0
00000000000000000026;224;755;77290,02;38,65;1
00000000000000000027;224;689;89705,07;26,91;0
00000000000000000028;224;1368;82112,78;41,06;0
00000000000000000029;224;885;86965,18;86,97;0
00000000000000000030;224;3659;170555,42;51,17;0
00000000000000000031;224;3243;172294,14;51,69;0
00000000000000000032;224;3264;0;0;0
00000000000000000033;224;4068;117370,27;117,37;0
00000000000000000034;224;377;137014,82;41,1;0
00000000000000000035;224;4976;96447,73;28,93;0
00000000000000000036;224;1062;75751,78;75,75;0
00000000000000000037;224;3120;49185,26;73,78;0
00000000000000000038;224;2955;78299,3;23,49;0
00000000000000000039;224;93;219393,26;65,82;0
00000000000000000040;224;689;71556,32;35,78;0
00000000000000000041;224;981;55323,78;16,6;0
00000000000000000042;224;4144;252515,34;75,75;0
00000000000000000043;224;232;151347,7;151,35;0
00000000000000000044;224;4051;34616,5;10,38;0
00000000000000000045;224;3218;128096,73;38,43;0
00000000000000000046;224;4941;120337,66;36,1;0
00000000000000000047;224;1580;110307,49;11030,75;131
00000000000000000048;224;3291;249819,46;249,82;0
00000000000000000049;224;1368;73075,16;21,92;0
00000000000000000050;224;2212;125321,04;37,6;0
00000000000000000001;228;1578;63589,7;19,08;0
00000000000000000002;228;1580;124687,1;37,41;0
00000000000000000003;228;347;127833,91;38,35;0
00000000000000000004;228;2904;147796,43;44,34;0
00000000000000000005;228;1926;181353,56;181353,56;956
00000000000000000006;228;1030;118033,19;35,41;0
00000000000000000007;228;3915;125445,91;37,63;0
00000000000000000008;228;2265;110095,57;33,03;0
00000000000000000009;228;2527;43245,3;12,97;0
00000000000000000010;228;3452;127373,33;38,21;0
00000000000000000011;228;2183;65118,64;19,54;0
00000000000000000012;228;3507;89809,89;89,81;0
00000000000000000013;228;199;82825,29;82825,29;1271
00000000000000000014;228;3291;101545,31;101,55;0
00000000000000000015;228;96;70891,68;21,27;0
00000000000000000016;228;235;105761,71;31,73;0
00000000000000000017;228;246;156120,02;46,84;0
00000000000000000018;228;4907;279932,75;279932,75;632
00000000000000000019;228;1982;61731,02;18,52;0
00000000000000000020;228;411;113260,61;226,52;0
00000000000000000021;228;4558;133221,34;266,44;0
00000000000000000022;228;2423;83852,71;25,16;0
00000000000000000023;228;1818;141955,64;70,98;0
00000000000000000024;228;260;146821,47;73,41;0
00000000000000000025;228;3225;55394,95;16,62;0
00000000000000000026;228;1662;45913,78;13,77;0
00000000000000000027;228;186;75317,13;112,98;0
00000000000000000028;228;61;95232,68;47,62;0
00000000000000000001;229;2162;58174,38;5817,44;128
00000000000000000002;229;630;109286,65;32,79;0
00000000000000000003;229;1016;89611,8;44,81;0
00000000000000000004;229;3881;76326,01;76,33;0
00000000000000000005;229;2163;78259,59;23,48;0
00000000000000000006;229;3055;92554,83;27,77;0
00000000000000000007;229;3004;141911,04;42,57;0
00000000000000000008;229;326;153205,08;45,96;0
00000000000000000009;229;250;90590,01;27,18;0
00000000000000000010;229;2;81058,84;24,32;0
00000000000000000011;229;2159;66415,98;19,92;0
00000000000000000012;229;1573;120584,5;36,18;0
00000000000000000013;229;4082;103830,98;103,83;0
00000000000000000014;229;3775;135627,36;40,69;0
00000000000000000015;229;2;97899,63;29,37;0
00000000000000000016;229;4646;37139,32;11,14;0
00000000000000000017;229;3291;122962,19;823,85;10
00000000000000000018;229;246;73586,97;36,79;0
00000000000000000019;229;657;54847,06;16,45;0
00000000000000000020;229;3276;130928,16;39,28;0
00000000000000000021;229;2988;41561,16;12,47;0
00000000000000000022;229;4760;70449,08;21,13;0
00000000000000000023;229;4162;2984,23;7,46;0
00000000000000000024;229;194;63229,19;31,61;0
00000000000000000025;229;402;25525,55;7,66;0
00000000000000000026;229;657;80890,08;40,45;0
00000000000000000027;229;2893;78365,43;23,51;0
00000000000000000028;229;3291;51469,79;15,44;0
00000000000000000001;260;571;10495,08;10495,08;1397
00000000000000000002;260;575;16098,42;11268,89;302
00000000000000000003;260;465;9235,94;9235,94;1500
00000000000000000004;260;3551;13934,02;13934,02;241
00000000000000000005;260;3453;8270,59;8270,59;2307
00000000000000000006;260;2475;2690,72;2690,72;1820
00000000000000000007;260;576;7451,42;7451,42;2264
00000000000000000008;260;293;9634,86;9634,86;2055
00000000000000000009;260;1022;205,63;205,63;0
00000000000000000010;260;263;580,61;580,61;1337
00000000000000000011;260;3112;11628,36;11628,36;2030
00000000000000000012;260;1221;17459,58;17459,58;2161
00000000000000000013;260;1539;1014,77;1014,77;1433
00000000000000000014;260;1719;48926,42;48926,42;2025
00000000000000000015;260;4152;10531,26;10531,26;1606
00000000000000000016;260;628;7417,56;7417,56;743
00000000000000000017;260;446;17362,77;17362,77;2382
00000000000000000018;260;3484;13797,66;4139,02;0
00000000000000000019;260;628;8112,53;8112,53;363
00000000000000000020;260;375;38781,73;38781,73;2080
00000000000000000021;260;4777;17831,35;17831,35;969
00000000000000000022;260;2283;9318,78;9318,78;0
00000000000000000023;260;851;10329,72;10329,72;1785
00000000000000000024;260;381;673,43;673,43;1329
00000000000000000025;260;2122;18530,64;18530,64;2065
00000000000000000026;260;87;13748,23;13748,23;0
00000000000000000027;260;3140;42634,85;42634,85;208
00000000000000000028;260;3556;11904,4;7082,4;0
00000000000000000029;260;4164;0;0;0
00000000000000000030;260;378;4783,87;4783,87;1912
00000000000000000031;260;2929;2410,74;2410,74;2700
00000000000000000032;260;278;30123,19;30123,19;1449
00000000000000000033;260;471;862,46;862,46;1735
00000000000000000034;260;136;7102,86;2130,86;0
00000000000000000035;260;1227;2480,62;2480,62;22
00000000000000000036;260;1830;4863,79;4863,79;2062
00000000000000000037;260;1589;27660,13;27660,13;2202
00000000000000000038;260;317;12122,11;12122,11;2170
00000000000000000039;260;328;9993;9993;2387
00000000000000000040;260;1701;17239,88;17239,88;1542
00000000000000000041;260;4739;52506,65;52506,65;2256
00000000000000000042;260;375;15693,07;15693,07;1337
00000000000000000043;260;33;1420,08;1420,08;0
00000000000000000044;260;3384;948,65;948,65;0
00000000000000000045;260;111;2805,81;2805,81;1199
00000000000000000046;260;348;5818,76;5818,76;1684
00000000000000000047;260;180;17744,87;17744,87;1436
00000000000000000048;260;472;10314,36;10314,36;328
00000000000000000049;260;1727;29148,75;2914,88;0
00000000000000000050;260;186;6719,55;6719,55;2425
00000000000000000001;268;4815;22565,93;6,77;0
00000000000000000002;268;3161;106360,58;31,91;0
00000000000000000003;268;2189;17709,24;5,31;0
00000000000000000004;268;3811;67840,35;33,92;7
00000000000000000005;268;3775;101975,64;30,59;0
00000000000000000006;268;1025;99797,12;997,97;41
00000000000000000007;268;4793;161142,12;48,34;0
00000000000000000001;271;2144;2079,85;2079,85;8687
00000000000000000002;271;399;685,3;685,3;8580
00000000000000000003;271;322;2034,89;2034,89;8356
00000000000000000004;271;7;6907,54;6907,54;8595
00000000000000000005;271;641;4654,18;4654,18;8757
00000000000000000006;271;195;727,89;727,89;8101
00000000000000000007;271;399;981,81;981,81;8711
00000000000000000008;271;937;799,2;799,2;8574
00000000000000000009;271;459;2113,83;2113,83;8753
00000000000000000010;271;2144;3206;3206;8808
00000000000000000011;271;304;6650,43;6650,43;8103
00000000000000000012;271;619;727,39;727,39;8286
00000000000000000013;271;1749;1009,55;1009,55;8103
00000000000000000014;271;209;2633,37;2633,37;8389
00000000000000000015;271;768;1465,74;1465,74;8878
00000000000000000016;271;294;3666,29;3666,29;8149
00000000000000000017;271;332;1430,43;1430,43;8761
00000000000000000018;271;465;12410,53;12410,53;8462
00000000000000000019;271;96;2134,56;2134,56;8935
00000000000000000020;271;407;539,62;539,62;8337
00000000000000000021;271;222;9762,58;9762,58;8616
00000000000000000022;271;724;17425,32;17425,32;8994
00000000000000000023;271;465;1417,25;1417,25;8431
00000000000000000024;271;399;326,2;326,2;8611
00000000000000000025;271;739;955,78;955,78;8778
00000000000000000026;271;1877;2276,98;2276,98;8125
00000000000000000027;271;1405;681,99;681,99;8530
00000000000000000028;271;55;3932,11;3932,11;8689
00000000000000000029;271;1370;2317,85;2317,85;8481
00000000000000000001;275;4591;1203,86;1203,86;2274
00000000000000000002;275;2973;16912,14;16912,14;2372
00000000000000000003;275;4038;8083,64;8083,64;2266
00000000000000000004;275;4167;7539,04;7539,04;2594
00000000000000000005;275;3859;12463,9;12463,9;1703
00000000000000000006;275;1215;27974,41;27974,41;3690
00000000000000000007;275;732;1133,01;1133,01;2880
00000000000000000008;275;69;13818,2;13818,2;1464
00000000000000000009;275;299;1742,92;1742,92;3433
00000000000000000010;275;259;14975,16;14975,16;2518
00000000000000000011;275;2183;3813,53;3813,53;3367
00000000000000000012;275;2382;31993,74;31993,74;1491
00000000000000000013;275;571;4362,18;4362,18;3370
00000000000000000014;275;3898;1934,05;1934,05;1896
00000000000000000015;275;3458;58789,2;58789,2;1326
00000000000000000016;275;2031;37648,17;37648,17;1472
00000000000000000017;275;3384;362;362;3435
00000000000000000018;275;215;82708,76;82708,76;1680
00000000000000000019;275;3842;18494,39;18494,39;2046
00000000000000000020;275;153;1760,65;1760,65;2563
00000000000000000021;275;3245;575,45;575,45;2750
00000000000000000022;275;125;34963,94;34963,94;2083
00000000000000000023;275;1569;75267,44;75267,44;1998
00000000000000000024;275;2279;13775,87;13775,87;1580
00000000000000000025;275;1663;54435,66;54435,66;2042
00000000000000000026;275;1038;1158,17;1158,17;2917
00000000000000000027;275;4123;2271,23;2271,23;2986
00000000000000000028;275;3298;75391,11;75391,11;2523
00000000000000000029;275;570;3917,41;3917,41;1771
00000000000000000030;275;4462;11392,15;11392,15;1719
00000000000000000031;275;4979;4938,59;4938,59;2278
00000000000000000032;275;1553;3339,09;3339,09;2355
00000000000000000033;275;1261;5165,64;5165,64;2312
00000000000000000034;275;2405;54584,99;54584,99;3696
00000000000000000035;275;2738;148037,79;148037,79;1036
00000000000000000036;275;804;10696,25;10696,25;2225
00000000000000000037;275;3218;24105,2;24105,2;2262
00000000000000000038;275;204;21926,89;21926,89;3760
00000000000000000039;275;2332;308,38;308,38;3187
00000000000000000040;275;427;4901,94;4901,94;1036
00000000000000000041;275;4138;29358,85;29358,85;2751
00000000000000000042;275;3804;129058,58;129058,58;1761
00000000000000000043;275;352;6508,89;6508,89;3636
00000000000000000044;275;3413;20229,42;20229,42;1969
00000000000000000045;275;62;10810,65;10810,65;3071
00000000000000000046;275;3068;16470,59;16470,59;3432
00000000000000000047;275;3546;2024,01;2024,01;3109
00000000000000000048;275;4068;6285,76;6285,76;2660
00000000000000000049;275;4078;4007,86;4007,86;2385
00000000000000000050;275;3574;29592,11;29592,11;1335
00000000000000000001;277;1922;16890,49;16890,49;2508
00000000000000000002;277;2521;8899,57;8899,57;1435
00000000000000000003;277;717;1488,71;1488,71;3586
00000000000000000004;277;4375;3310,55;3310,55;1668
00000000000000000005;277;385;1914,92;1914,92;2440
00000000000000000006;277;3245;4007,99;4007,99;3437
00000000000000000007;277;1888;22672,77;22672,77;1128
00000000000000000008;277;1655;8474,08;8474,08;1145
00000000000000000009;277;2304;2509,1;2509,1;697
00000000000000000010;277;1086;43334,8;43334,8;953
00000000000000000011;277;921;3120,49;3120,49;3889
00000000000000000012;277;2913;12491,37;12491,37;1104
00000000000000000013;277;364;13417,84;13417,84;3544
00000000000000000014;277;3588;17761,86;17761,86;1116
00000000000000000015;277;957;1177,9;1177,9;3520
00000000000000000016;277;132;41200,84;41200,84;1099
00000000000000000017;277;558;5696,26;5696,26;3765
00000000000000000018;277;4564;2916,09;2916,09;1403
00000000000000000019;277;1254;6495,23;6495,23;1009
00000000000000000020;277;3106;17565,72;17565,72;3614
00000000000000000021;277;2001;317,49;317,49;1134
00000000000000000022;277;244;12576,72;12576,72;1637
00000000000000000023;277;1958;12567,31;12567,31;1281
00000000000000000024;277;132;27776,43;27776,43;795
00000000000000000025;277;4674;5782,24;5782,24;1453
00000000000000000026;277;2044;2020,05;2020,05;2338
00000000000000000027;277;243;1694,83;1694,83;2052
00000000000000000028;277;2427;71655,15;71655,15;1423
00000000000000000029;277;327;11388,05;11388,05;1899
00000000000000000030;277;992;25181,09;25181,09;1513
00000000000000000031;277;630;19011,34;19011,34;1365
00000000000000000032;277;446;283,32;283,32;3558
00000000000000000033;277;466;11155,48;11155,48;1938
00000000000000000034;277;45;12689,91;12689,91;2058
00000000000000000035;277;1400;12562,3;12562,3;1282
00000000000000000036;277;1294;3967,15;3967,15;1555
00000000000000000037;277;3320;21041,94;21041,94;1651
00000000000000000038;277;242;2329,91;2329,91;3546
00000000000000000039;277;248;35718,82;35718,82;1285
00000000000000000040;277;3294;5619,31;5619,31;3449
00000000000000000041;277;400;8458,54;8458,54;3589
00000000000000000042;277;14;5102,82;5102,82;3585
00000000000000000043;277;915;27511,76;27511,76;1981
00000000000000000044;277;4086;8057,05;8057,05;3444
00000000000000000045;277;1092;3792,05;3792,05;3626
00000000000000000046;277;4708;1451,97;1451,97;1468
00000000000000000047;277;194;34237,89;34237,89;1052
00000000000000000048;277;4599;2085,32;2085,32;1155
00000000000000000049;277;3496;29818,04;29818,04;1637
00000000000000000050;277;1676;11894,32;11894,32;1729
00000000000000000001;279;3295;71874,16;71874,16;2180
00000000000000000002;279;3915;9537,81;9537,81;2503
00000000000000000003;279;542;21745,17;21745,17;2476
00000000000000000004;279;2923;3581,86;3581,86;2412
00000000000000000005;279;73;3002,96;3002,96;2909
00000000000000000006;279;1034;16050,66;16050,66;3460
00000000000000000007;279;1956;36324,01;36324,01;2136
00000000000000000008;279;199;126605,91;126605,91;2555
00000000000000000009;279;569;756,68;756,68;3326
00000000000000000010;279;966;31692,93;31692,93;2030
00000000000000000011;279;4062;4909,27;4909,27;2522
00000000000000000012;279;1416;17347,24;17347,24;2682
00000000000000000013;279;446;3928,66;3928,66;3554
00000000000000000014;279;1635;10698,19;10698,19;3109
00000000000000000015;279;153;4345,93;4345,93;2003
00000000000000000016;279;2928;15633,79;15633,79;2609
00000000000000000017;279;1626;5344,65;5344,65;3458
00000000000000000018;279;2969;1819,32;1819,32;3036
00000000000000000019;279;4058;1874,35;1874,35;3166
00000000000000000020;279;1810;22072,85;22072,85;2301
00000000000000000021;279;1383;6604,82;6604,82;2470
00000000000000000022;279;2387;3557;3557;3113
00000000000000000023;279;1875;1680,9;1680,9;2336
00000000000000000024;279;179;7279,44;7279,44;2264
00000000000000000025;279;4063;3418,26;3418,26;3345
00000000000000000026;279;4120;10470,54;10470,54;3302
00000000000000000027;279;1882;42884,65;42884,65;2710
00000000000000000028;279;2197;31968,92;31968,92;2537
00000000000000000029;279;3244;8447,41;8447,41;3595
00000000000000000030;279;4053;13234,34;13234,34;3438
00000000000000000031;279;1282;52489,45;52489,45;2540
00000000000000000032;279;386;15676,35;15676,35;2852
00000000000000000033;279;1349;3169,35;3169,35;1731
00000000000000000034;279;796;5472,69;5472,69;2495
00000000000000000035;279;83;961,04;961,04;2707
00000000000000000036;279;3151;17346,24;17346,24;3271
00000000000000000037;279;314;40637,98;40637,98;2599
00000000000000000038;279;2270;40413,81;40413,81;2680
00000000000000000039;279;632;38258,71;38258,71;2971
00000000000000000040;279;25;12673,08;12673,08;2329
00000000000000000041;279;4033;27796,86;27796,86;2575
00000000000000000042;279;424;22208,4;22208,4;2170
00000000000000000043;279;2915;67791,96;67791,96;2091
00000000000000000044;279;3152;6026,88;6026,88;3258
00000000000000000045;279;4157;10639,78;10639,78;3083
00000000000000000046;279;3877;8422,35;8422,35;2363
00000000000000000047;279;948;3751,82;3751,82;2438
00000000000000000048;279;676;1590,4;1590,4;3151
00000000000000000049;279;3293;11183,08;11183,08;3464
00000000000000000050;279;612;19741;19741;2450
00000000000000000001;291;272;11756,25;11756,25;1094
00000000000000000002;291;1641;32780,55;32780,55;678
00000000000000000003;291;632;13363,56;66,82;0
00000000000000000004;291;506;8065,28;8065,28;1427
00000000000000000005;291;3198;97180,73;97180,73;982
00000000000000000006;291;477;30049,72;8953,61;0
00000000000000000007;291;3139;9774,25;9774,25;2868
00000000000000000008;291;1524;12044,3;1204,43;62
00000000000000000009;291;2295;70968,05;70968,05;1610
00000000000000000010;291;530;75266,8;75266,8;1537
00000000000000000011;291;2016;99301,95;99301,95;741
00000000000000000012;291;174;35529,57;35529,57;2638
00000000000000000013;291;3092;50795,25;50795,25;1627
00000000000000000014;291;718;160707,75;160707,75;1254
00000000000000000015;291;1123;43110,18;12933,05;2
00000000000000000016;291;2897;72630,64;72630,64;1651
